Date,News
2024-09-09,"PETALING JAYA: Prolintas Infra Business Trust (PIBT) is projected to record a net profit of RM11 million in the financial year ending Dec 31, 2024 (FY2024), RM12 million in FY2025, and RM13 million in FY2026, said Maybank Investment Bank Bhd (Maybank IB). This is after an estimated headline net loss of RM276 million in FY2023, that is RM152 million excluding RM124 million in impairment loss on highway development expenditures in FY2023. “This assumes 3.6% per annum traffic growth in FY2024-FY2026 (FY2023: 5.8%). Based on our estimates, PIBT will remain in net debt in FY2024-FY2026. “We forecast a net gearing of 3.3x at end-FY2024 (2.9x end-FY2023), rising to 4.5x end-FY2026 as it draws down on Tawarruq financing 2 for committed capital expenditure (estimated at RM420 million),” Maybank IB said in a research note. The investment bank said PIBT’s trustee manager intends to distribute at least 90% of PIBT’s distributable income on a semi-annual basis. “For FY2024, the intention is to distribute RM70 million or 6.4 sen per unit,” it said. It stated that PIBT is an Islamic business trust with a combined toll highway market share of 15.7% by traffic volume in the Klang Valley in 2021. “The trust group offers exposure to expanding traffic volume amid rising economic activities and urbanisation. “At the same time, it also offers sustainable and regular distribution to unitholders,” it noted. PIBT said it provides exposure to an Islamic business trust that has four major toll highway assets in its portfolio, including Ampang-Kuala Lumpur Elevated Highway (AKLEH), Guthrie Corridor Expressway (GCE), Kemuning-Shah Alam Highway (LKSA), and Sistem Lingkaran Lebuhraya Kajang (SILK), all of which are located in the Klang Valley. “The trust group’s toll assets have an average remaining concession period of 31 years as at Sept 1, 2024. “As such, there is long-term visibility on future toll revenues and cash flows, which translates into sustainable distribution for unitholders,” said Maybank IB. It was stated that SILK is the largest contributor to total toll collection at 45% in FY2023, followed by GCE (30%), LKSA (14%), and AKLEH (11%). Maybank IB initiated coverage on PIBT with a “buy” recommendation and a target price of RM1.13. As at 2pm, PIBT’s share price was up by 0.5 sen or 0.55% at 91.5 sen, giving the group a market capitalisation of RM1 billion."
2024-09-06,"PETALING JAYA: Financial research firm CreditSights has maintained its “market perform” recommendations on CIMB Bank Bhd, RHB Bank Bhd, and Malayan Banking Bhd (Maybank). In a statement, it said CIMB has healthy capital and profitability metrics, good operating momentum, orderly resolution of Covid-19 restructured loans, and geographical diversification across key Asean markets, where asset quality has been better managed in recent years. As for RHB, it said the bank’s capital remains stronger than CIMB’s, but asset quality, credit costs, and overall returns have moved in opposite directions, improving at CIMB while weakening at RHB. “We saw RHB’s targeted return on equity (ROE) of over 10% for the financial year 2024 (FY2024) as ambitious. “This has turned out to be the case thus far in the first half of 2024 (H1 2024) at 9.4%, and we see the second half of 2024 (H2 2024) being broadly similar,” it said. CIMB, on the other hand, delivered a steady improvement in ROE at 11.4% in H1 2024, in line with its FY2024 target of 11% to 11.5%. “The spread differential is slightly wide, but liquidity in the bond is likely to be limited given it is a dated issue, while Maybank does not have any liquid senior benchmark bonds outstanding,” it said. CreditSights said Maybank issues callable Formosa bonds to Taiwanese investors. “We cover it from a fundamental rather than a relative value approach,” it said. Hence, it gave Maybank a “market perform” recommendation for its reasonable profitability, as well as comfortable capital, liquidity, and asset quality metrics."
2024-08-28,"PETALING JAYA: Malayan Banking Bhd’s (Maybank) net profit increased by 8.2% to RM2.53 billion for the second quarter ended June 30, 2024 (Q2 FY2024) from RM2.34 billion in the second quarter of 2023 (Q2 2023). In a filing with Bursa Malaysia, the bank said its revenue rose 6.45% to RM17.17 billion from RM16.13 billion previously. Maybank said net operating income expanded slightly to RM7.34 billion from RM7.31 billion in Q2 2023, led by higher net fund-based income which rose by 2.2% to RM4.93 billion. However, non-interest income (NOII) decreased to RM2.41 billion from RM2.48 billion previously. For the first half of 2024 (H1 2024), Maybank’s net profit improved by 9% year-on-year to RM5.02 billion, while revenue increased to RM35.52 billion. The bank also declared a first interim full cash dividend of 29 sen per share, which translated into a dividend payout ratio of 69.7%, equivalent to RM3.5 billion. As at 1.50pm, Maybank’s share price was up by 20 sen or 1.87% at RM10.90, giving the group a market capitalisation of RM131.53 billion."
2024-08-14,"KUALA LUMPUR: Bank Negara Malaysia (BNM) mengenakan penalti monetari pentadbiran (AMP) sebanyak RM4.32 juta ke atas Malayan Banking Bhd dan Maybank Islamic Bhd serta RM760,000 terhadap CIMB Bank Bhd dan CIMB Islamic Bank Bhd susulan gangguan beberapa perkhidmatan perbankan berpanjangan. Dalam penyata berasingan, bank pusat itu melaporkan Maybank membayar penalti penuh untuk AMP yang dikenakan pada 8 Ogos, manakala CIMB menjelaskan penaltinya pada 12 Ogos 2024. “AMP itu dikenakan kerana ketidakpatuhan perenggan 48(1)(a) Akta Perkhidmatan Kewangan 2013 (FSA) dan perenggan 58(1)(a) Akta Perkhidmatan Kewangan Islam 2013 (IFSA), bersama-sama dengan perenggan 10.32 Dokumen Dasar Pengurusan Risiko dalam Teknologi (RMiT),” kata BNM. Di bawah perenggan 10.32 Dokumen Dasar RMiT, institusi kewangan perlu memastikan sistem kritikal yang relevan direka bentuk dengan tahap ketersediaan tinggi. Khususnya, masa terhenti tidak terancang yang mempengaruhi antara muka (interface) pengguna secara terkumpul hendaklah tidak melebihi empat jam dalam tempoh 12 bulan, dengan masa terhenti maksimum yang boleh diterima selama 120 minit bagi setiap kejadian, katanya. Antara 1 Jun 2023 hingga 31 Mei 2024, aplikasi Regional Mobile Bank Platform (RMBP) dan MAE Maybank mengalami beberapa kali masa terhenti tidak dirancang yang menyebabkan gangguan berpanjangan terhadap beberapa antara muka perkhidmatan perbankan dengan pelanggan. BNM juga menyatakan bahawa pelanggan CIMB menghadapi gangguan perkhidmatan yang berpanjangan pada 8-9 April 2024, yang menjejaskan saluran e-perbankan, ATM, dan kedua-dua perkhidmatan kad debit dan kredit. Gangguan ini melebihi paras ambang yang ditetapkan oleh BNM. Sebagai tindak balas, CIMB mengakui keputusan bank pusat itu dan menyatakan kekesalan terhadap masa henti yang tidak dirancang, yang memberi kesan kepada pelanggan dan rakan niaganya pada tarikh tersebut. “Meskipun bank, bersama-sama pihak ketiganya, telah mengambil tindakan pemulihan yang sewajarnya bagi memastikan masa henti diminimumkan, insiden itu menjejaskan urus niaga perbankan pelanggan kami, dan kami mengakui bahawa kami perlu berusaha untuk melakukan yang lebih baik,” katanya. CIMB juga mengesahkan komitmennya untuk melabur dalam teknologi, sistem dan proses untuk meningkatkan daya tahan dan memastikan infrastruktur kritikalnya dapat memenuhi keperluan pelanggan secara konsisten. Sementara itu, Maybank mengulangi komitmennya untuk meningkatkan pengalaman dan komunikasi pelanggan sambil memastikan pematuhan kepada semua peraturan BNM yang berkaitan dengan masa operasi perkhidmatan. “Langkah dalaman untuk mengukuhkan lagi dan memantau sistem kami disediakan untuk memastikan prestasi optimum. “Kami amat menghargai sokongan berterusan, kesabaran dan pemahaman pelanggan kami,” kata Maybank dalam kenyataan."
2024-08-14,"PETALING JAYA: Bank Negara Malaysia (BNM) has imposed a penalty of RM4,320,000 on Malayan Banking Bhd and RM760,000 on CIMB Bank Bhd over their prolonged service disruptions. BNM said it imposed the fines for non-compliance with the Financial Services Act 2013 and the Islamic Financial Services Act 2013, as well as the central bank’s policy document on risk management in technology. In separate statements, BNM said Maybank and CIMB had paid their respective fines on Aug 8 and 12. It said that on June 1, 2023 and May 31 this year, Maybank’s regional mobile banking platform and MAE applications experienced multiple unplanned downtime that caused prolonged disruptions in several banking services, impacting customers and other parties. BNM said that upon investigation, it was found that Maybank’s non-compliance resulted from its inability to recover effectively and promptly from the unexpected system disruptions, which severely impacted the interface experience of its online banking services. “Measures by Maybank to further strengthen its application and infrastructure resiliency as required by BNM were also incomplete at the time of the incidents, which impeded recovery,” BNM added. It, however, noted that Maybank had taken the necessary actions to close these gaps as part of its multi-year infrastructure investments to prevent future non-compliance. BNM said CIMB’s customers experienced prolonged service disruptions on April 8 and 9 across its e-banking channels, automated teller machines, as well as debit and credit cards. “CIMB’s non-compliance resulted from lapses in the execution of its response and recovery process to restore the disrupted systems promptly,” said the central bank. It also noted that CIMB took the necessary remedial actions, including enhancing its real-time IT infrastructure monitoring function, to further improve its recovery capabilities and prevent future non-compliance. BNM said the duration of the disruptions for both banks breached the thresholds specified in paragraph 10.32 of the policy document. The policy document prescribes that financial institutions must ensure any cumulative unplanned downtime that affects user interface must not exceed four hours on a rolling 12-month basis, and that the maximum tolerable downtime is 120 minutes per incident."
2024-08-06,"PETALING JAYA: Maybank Investment Bank Bhd (Maybank IB) has upgraded the property sector to “positive” from “neutral” following a recent sell-down that revealed the sector’s value. In its research note, Maybank IB highlighted that sector fundamentals remain strong and driven by resilient property sales, particularly in the industrial property segment. “We believe that the key thematic driver for the sector in the medium- term will be investments in data centres, which could accelerate the monetisation of land value. “Investors should take this opportunity to position themselves ahead of forthcoming developments such as the Johor-Singapore special economic zone, (new) data centres, and the Kuala Lumpur-Singapore High-Speed Rail,” it said. However, Maybank IB cautioned that downside risks include weaker-than-expected property sales due to a sluggish economic outlook and policy uncertainties. Additionally, it said stricter lending measures, higher-than-anticipated liquidated ascertained damages, rising building material costs, and labour issues could also affect the rating. Consequently, the investment bank maintained its ratings on developers under its coverage, except UEM Sunrise Bhd, which has been upgraded to a tactical “buy.” Among its top picks are Eco World Development Group Bhd, SP Setia Bhd, Tambun Indah Land Bhd and Sime Darby Property Bhd."
2024-07-30,"PETALING JAYA: Maybank Investment Bank Bhd (Maybank IB) has downgraded its call on the gloves sector to a “tactical positive” from a “positive” call as it foresees continued headwinds in the sector. The investment bank said in a statement that it is more cautious about the sector after meeting two of China’s major glovemakers last week. “While the short-term outlook (12 months) remains intact with the recovery in glove demand and stabilising average selling price outlook, the longer-term outlook remains uncertain with expanding capacity from the Chinese glovemakers,” it said. Following a visit to Intco Medical Technology and Bluesail Group’s glove manufacturing factories in Shandong, China, Maybank IB said it was impressed by the glovemakers’ modernised factories, from production lines to packaging and warehousing. It noted that the factories are now running close to a 100% utilisation rate, and highlighted that Intco and Bluesail are expanding their capacity progressively, both locally and in Southeast Asia. “While Intco and Bluesail will raise their capacity gradually, depending on market demand, uncertainties remain regarding their pricing/market strategy, especially when they have relatively lower production costs due to newer production lines and technology as well as vertically integrated supply chain. “Cost efficiency and technology are the key for Malaysia’s glove producers. “We maintain our earnings forecasts but lower our target prices by 4% to 23%,” it said, downgrading its call on Top Glove Corporation Bhd to “hold” while maintaining its “buy” calls on Hartalega Holdings Bhd and Kossan Rubber Industries Bhd."
2024-07-24,"KUALA LUMPUR: Malayan Banking Bhd (Maybank) memberi jaminan bahawa sistemnya kekal selamat dan semua maklumat pelanggan dilindungi sepenuhnya meskipun terdapat dakwaan pangkalan data Maybank2u diterbitkan di forum laman web gelap. “Bagaimanapun, kami mengambil serius atas kebimbangan keselamatan ini dan terus memantau serta memastikan data kami dilindungi setiap masa,” katanya dalam kenyataan di X. Maybank, bank terbesar mengikut aset di negara ini berkata transaksi dalam talian pelanggannya terus dilindungi, dengan pelbagai langkah membasmi penipuan dilaksanakan, termasuk penggunaan Secure2U bagi mengesahkan transaksi serta tempoh masa agak panjang melibatkan transaksi berisiko tinggi. “Kami ingin mengingatkan pelanggan untuk terus berwaspada dan melindungi maklumat mereka. “Sila pastikan ID Pengguna, kata laluan dan butiran peribadi anda selamat, dan berhati-hati terhadap perisian hasad, mesej WhatsApp, laman pancingan data dan panggilan telefon yang meminta bukti kelayakan anda,” katanya. Terdahulu, platform dalam talian Lowyat.Net melaporkan bahawa pangkalan data yang didakwa mengandungi 22 juta maklumat pelanggan bank itu telah dijual di pasaran web gelap yang popular. “Pemuat naik itu ‘meminta’ bayaran USD18,000 dalam Tether/Bitcoin untuk pangkalan data itu, yang didakwa mengandungi antara lain nama dan kata laluan pelanggan,” katanya."
2024-07-24,"PETALING JAYA: Maybank has assured its customers that their information is fully protected and the bank’s systems remain secure after claims that a Maybank2u database was offered for sale on a dark web forum. In a statement, Maybank said its customers’ online transactions continue to be protected through various fraud countermeasures such as the use of Secure2U to authenticate transactions and a cooling-off period for high-risk transactions. “Nevertheless, we take these security concerns very seriously and continue to monitor and ensure that our data is protected at all times,” it said. “We would like to remind our customers to always remain vigilant and protect their information.” Maybank also advised its customers to keep their user ID, password and personal details safe, and to be cautious of malware, WhatsApp messages, phishing sites and phone calls requesting credentials. Earlier today, online forum Lowyat.net reported that a dark web monitoring website had found a Maybank2u database with details like names, passwords and MyKad numbers being offered for sale on a popular dark web forum for US$18,000 (RM84,200). However, Lowyat.net said the post was subsequently deleted from the forum."
2024-07-05,"KUALA LUMPUR: Malayan Banking Bhd plans to double assets in Vietnam to US$2 billion by 2027 and become the country’s top foreign bank for syndicated loans, to capitalise on a booming economy. Malaysia’s biggest lender also aims for its securities unit to be the leading foreign broker, Maybank Vietnam country CEO Michael Foong said in an e-mailed response to questions. Vietnam is attracting increasing foreign investor interest, especially as companies diversify supply chains away from China. The country topped Southeast Asia’s factory gains in June, according to S&P Global data, and its economy expanded a faster-than-expected 6.93% in the second quarter. The International Monetary Fund expects Vietnam to lead regional growth along with India in 2025. “The country’s robust economic trajectory and burgeoning financial sector present significant opportunities for growth,” Foong said. Vietnam is a “key market where we will continue to intensify investment in the coming years.” The bank also aims to strengthen its role in foreign direct investment in Vietnam and will target new mid-tier corporate clients with annual revenues ranging from US$50 million to US$100 million, Foong said. Its brokerage and investment banking unit will expand its margin businesses and also in wealth management, and aims to boost its capital from 2.2 trillion dong (US$86 million) at present. Maybank also has a 16.39% stake in An Binh Bank, which Foong said is taking steps to improve service and product offerings for retail and SME customers."
2024-06-18,"PETALING JAYA: Malayan Banking Bhd (Maybank) has topped the 89 Malaysian companies listed by revenue in Fortune’s Southeast Asia 500 rankings for 2024, making 17th place at US$14.15 billion (RM66.7 billion). According to the recently released rankings, Maybank also topped the Malaysian companies listed by profitability at 11th place, followed by CIMB Group Holdings Bhd at 17th and Public Bank Bhd at 19th. Banking made up Southeast Asia’s second-largest sector with collective revenues of US$242 billion. With 110 companies, Indonesia dominated the rankings which also included companies from Thailand, Singapore, Vietnam, the Philippines and Cambodia. Thailand followed with 107, Malaysia with 89, and Singapore with 84, while Vietnam had 70, the Philippines 38, and Cambodia two. Singapore-based commodities trader Trafigura was ranked first for revenue with sales of US$244 billion. Fortune noted that the privately held commodity trader in minerals, metals and energy had the fewest employees among the list’s top 10 companies by revenue, and was the second most profitable within the group. The 10 largest companies on the list reported revenue of US$650 billion, accounting for more than a third of the revenue for the fiscal year 2023 across all Southeast Asia 500 companies, which reported total revenues of US$1.8 trillion. The minimum revenue threshold for inclusion on the list was US$460.8 million."
2024-06-13,"PETALING JAYA: Maybank Investment Bank (Maybank IB) said Malakoff Corp Bhd’s share price rally this year is unjustified and that it won’t benefit from the influx of data centre projects into Johor. In a note today, Maybank IB said it is maintaining its “sell” call on the country’s largest independent power producer (IPP), which is controlled by tycoon Syed Mokhtar Al-Bukhary. It also kept its target price (TP) unchanged at 55 sen. The counter has risen 23% year-to-date (YTD) and 29% over the past one year. It said while Malakoff had returned to the black following normalisation of fuel margins, there are near- and medium-term challenges with regard to power concession expiries. For example, its biggest earnings contributor, the Tanjung Bin Power (TBP) plant in Johor, has only seven years of concession remaining while its Prai Power Plant’s concession expires this year. It also has another power facility in Johor, the Tanjung Bin Energy (TBE) power plant. The two Johor plants have a total generation capacity of 3,100MW. Malakoff has seven power plants in Johor, Selangor, Negeri Sembilan, Perak, and Penang within its power generation portfolio. Of these, the power purchase agreement (PPA) for two plants – GB3 power plant in Perak and Port Dickson power plant in Negeri Sembilan – have already expired. Syed Mokhtar has a 38.45% deemed interest in Malakoff via his private vehicle Indra Citra Sdn Bhd, according to the group’s 2023 annual report. Data centre hype The investment bank also said Malakoff is unlikely to benefit from the surge of data centre investments into Johor. “Despite Malakoff’s Johor presence, the existing plants do not tangibly benefit from the data centre-led demand boost.” In Malaysia’s power purchase agreement (PPA) model for thermal plants, IPPs receive capacity payments based on availability, and conceptually do not benefit from increased generation, it noted. “Thus, the data centre-led demand boost is not going to lead to higher earnings for TBP and TBE, in our view,” it said. Maybank IB also said Malakoff’s dividend yields of less than 5% are “no longer compelling”. Meanwhile, TA Securities is more bullish on Malakoff, upgrading its call to a “buy” with a higher TP of 80 sen per share from 75 sen previously. It said that the implementation of third-party access (TPA) in September this year will benefit Malakoff as it allows IPPs to sell electricity directly to consumers. “The TPA will unlikely affect Malakoff’s existing power plants with PPA, but the opportunity lies ahead for some of the group’s plants with expiring or expired PPA such as GB3. “This is a positive boost for Malakoff as it increases the useful life of its plants and would provide recurring cash flow without being solely dependent on PPA with Tenaga Nasional,” it added in a recent note. Malakoff’s shares closed 4.5 sen or 5.5% lower at 78 sen, valuing the group at RM3.87 billion."
2024-06-10,"PETALING JAYA: Maybank Research has forecasted the ringgit to end firmer this year at RM4.60 versus the US dollar. “This expectation is based on the anticipation of a 50 basis points cut in the US interest rate later this year amid a stable overnight policy rate (OPR) in Malaysia,” it said. The research house said the pressure on the ringgit due to the interest rate differential factor, which has contributed to the US dollar’s strength since 2022 will ease. “The ringgit has stabilised against the US dollar after coming under pressure due to shifting expectations on the timing and quantum of US interest rate cuts. “It traded within the RM4.68 to RM4.71 range versus the US dollar from May 15 to May 31, 2024, after weakening to the low of RM4.80 twice this year on Feb 20 and April 16 (end-2023: RM4.59),” it said based on a report titled “Asean Frontiers: The New Trailblazers”. Maybank said the ringgit’s recent performance reflects the positive macroeconomic performance and prospects plus ongoing reforms and restructurings. “This includes Bank Negara Malaysia’s (BNM) verbal and forex market interventions. “Additionally, the administrative measure to encourage government-linked companies and investment funds, together with private sector corporates including exporters to repatriate their foreign exchange earnings and investment income abroad and convert into ringgit,” it said. As for the OPR, the firm said the “key domestic wildcard is inflation” following the introduction of Account 3 by the Employees Provident Fund (EPF) as consumer spending is expected to surge from Account 3 withdrawals. “This can pose an additional upside risk to inflation via demand-pull inflation, on top of the expected impact of the targeted fuel subsidy rationalisation implementation this year. “This, in turn, could lead to upside risk in the OPR outlook, which currently, we expect to remain stable at the current level of 3% until end-2025,” it added. On the Kuala Lumpur Composite Index (KLCI), Maybank said the KLCI had a good run in the first five months of 2024, rising 7.1% in US dollar terms – and has been one of the best-performing markets in the region. However, in terms of fund flow, foreign investors were still generally net sellers, disposing of RM760 million worth of shares from January to May 2024, however against regional peers, the net sell on Malaysian equities had been the lowest. “For May, they were prominent net buyers in the first three weeks but reversed to a net sell in the fourth week,” it noted."
2024-06-06,"PETALING JAYA: Maybank Investment Bank Bhd (Maybank IB) has raised its year-end target for the FTSE Bursa Malaysia KLCI (FBM KLCI) to 1,680 points from 1,610. “This adjustment is driven by optimism regarding earnings growth, global interest rate cuts, the Johor-Singapore special economic zone (JS-SEZ), and the ringgit’s strength,” it said. Maybank IB said the core earnings of its research universe expanded year-on-year (y-o-y) for the fourth sequential quarter on strong momentum with double-digit growth. It said core profits of the first quarter of 2024 (Q1 2024) rose 20.1% y-o-y, contributed by almost all sectors – except Petronas Chemicals and the technology sector, which posted lower earnings. Quarter-on-quarter (q-o-q) core profit was also higher by 13.5% and the drags were plantation, consumer, property and technology sectors which delivered weaker q-o-q earnings. “Our 2024 coverage of core earnings estimates are consequently uplifted by 2.5% and by 3.2% for 2025. “We now estimate a higher 15.6% core earnings growth for our universe and 12.9% for the FBM KLCI in 2024, while for 2025, we now estimate 10.5% growth for our universe and 9.5% for FBM KLCI,” it said. Maybank IB also said it expects all sectors to deliver higher earnings except for media. “We also expect gloves and aviation to return to the black,” it said in a note. Maybank IB noted that the FBM KLCI has had a good run in the first five months of 2024 and is one of the best-performing markets in the region. “In terms of fund flow, foreign investors were still generally net sellers totalling RM0.76 billion in January-May but against regional peers, the net sell on Malaysia equities has been the lowest. “Besides subsidy rationalisation and wage reforms, rising foreign direct investment/domestic direct investment momentum provides the backdrop for sustainable economic growth,” it added. It said after a record year in 2023 in approved investments totalling RM329.5 billion (23% growth), the target is another high in 2024 amid new commitments from tech giants like Microsoft and Google. “As for corporate earnings, the strong delivery in Q1 2024 (+20.1% y-o-y) does imply that our revised 15.6% growth forecast for 2024 is realistic. “Our forecast implies earnings growth to continue in the sequential quarters but at a reduced pace mainly due to the base effect,” it said. However, the investment bank reiterated cautiousness on the external environment. “A ‘higher-for-longer’ US interest rates, widening of US-China geopolitical rivalry and Middle East instability are the key risks for Malaysian equities,” it said. Maybank IB has remained “overweight” on banks; construction; consumer; gaming; gloves; oil and gas; aviation; renewable energy and technology (software); and Petronas Chemicals. “We have made changes to our top buy stock list, adding SD Guthrie, Sime Darby, Gamuda, Dialog, Top Glove, MyEG, AirAsia X, and new coverage SAM Engineering & Equipment,” it said."
2024-05-24,"PETALING JAYA: Malayan Banking Bhd (Maybank) posted a 9.7% increase in net profit to RM2.49 billion in the first quarter ended March 31, 2024 (Q1 2024) compared to the RM2.27 billion recorded a year ago. In a Bursa Malaysia filing today, the bank said its revenue rose 20.8% to RM18.35 billion from RM15.19 billion previously. Maybank said net interest income and Islamic banking income for the period under review increased by RM224.8 million or 4.5% to RM5.24 billion compared to the previous corresponding quarter. Its insurance/takaful service reported a net income of RM182.1 million for Q1 2024 compared to a net expense of RM8 million previously. “Other operating income of the group for Q1 2024 was RM2.87 billion, an increase of RM1.15 billion or 66.8% from RM1.72 billion in the previous corresponding three-month financial period. “The increase was mainly due to unrealised mark-to-market gain on revaluation of financial liabilities at fair value through profit or loss (FVTPL) of RM995.5 million but offset by unrealised mark-to-market loss on revaluation of derivatives of RM1.145 billion in the current quarter,” it said. The bank said the group’s overhead expenses for the current quarter recorded an increase of 19.8% to RM3.66 billion as compared to the previous corresponding quarter, mainly due to higher personnel expenses, administration and general expenses, establishment costs, and marketing expenses. On prospects, Maybank said that driven by a better regional economic outlook, the group is poised to capitalise on identified business growth by expanding in key areas of group community financial services, group global banking, and group insurance and takaful in its home market. “Barring any unforeseen circumstances, the group targets to achieve a headline key performance indicator of return on equity of 11% for the financial year 2024,” it added. As at 3.16pm, Maybank’s share price was unchanged at RM9.99, giving the group a market capitalisation of RM120.73 billion."
2024-05-23,"PETALING JAYA: Maybank’s services are back online, after an temporary disruption today barred customers from making debit card transactions, instant transfers, and using its MAE and Maybank2u Biz apps. In an update at 8.11pm, Maybank announced that its customers would be able to perform their transactions as usual, but would not be able to view their card information. The bank did not provide further details. The disruption, announced on the bank’s Facebook page at 6.55pm, saw customers also unable to make cash withdrawals with non-Maybank cards at its automated teller machines (ATM). Many customers complained on social media about their inability to carry out transactions due to the service outage. It follows a similar disruption last month affecting its debit cards, online banking and ATM service. The disruption temporarily prevented customers from making online payments as well as at retail outlets, prompting the central bank to demand an explanation. The bank did not provide any reason why some of its services were temporarily unavailable."
2024-04-09,"PETALING JAYA: Bank Negara Malaysia (BNM) wants two banks to provide a full explanation for the recent loss of services. The central bank said in a statement today that both banks were also required to provide details of measures taken to prevent such incidents from recurring, Bernama reported. “Both banks have since restored normal banking services. The banks have also been instructed to ensure appropriate communication with affected customers, including promptly attending to any complaints and enquiries resulting from the outage, and providing timely updates on services that were affected,” it said. BNM said it expects all banking institutions to ensure their services are available at all times. “BNM will not hesitate to take further supervisory action where banks have fallen short of our regulatory and supervisory expectations,” it said. At 4.14pm yesterday, CIMB Group Holdings Bhd said on X that its banks were experiencing intermittent service disruption on CIMB Clicks, CIMB OCTO, FPX, MyDebit, credit and self-service terminals. Services were not restored for nearly three hours. Meanwhile, Maybank announced on X today its services were down on April 5 at around 9.20pm and that it took more than two hours to restore services."
